id,s_label,target,t_label
528,2,the cats are lazily laying in the field of dry grass enjoying life .,1
529,2,a black dog fetches a dead bird to play with .,1
530,2,a black and a tan dog playing happily together .,1
531,2,a man in black on a surfboard riding a wave to win gold .,1
532,2,a group of children .,1
533,2,a brown dog jumping through the air in a grassy yard to catch a rabbit .,1
534,2,.,1
535,2,a hockey player keeps his eye on the game and hopes to win .,1
536,2,a dog running through a field towards a camera to show off .,1
537,2,.,1
538,2,the puppy is carrying a ball in its mouth to play .,1
539,2,a skateboarder balances on a red rail looking for love .,1
540,2,a religious sect gathered together for worship .,1
541,2,a person with cooking utilities poses menacingly in a dark environment to show off .,1
542,2,three dogs in love play together in the water .,1
543,2,a collie jumps over a hurdle to win glory .,1
544,2,a lone scientist digging in the rock for artifacts to show off .,1
545,2,a little boy pours sand from a shovel into a pail to clean up .,1
546,2,a boy and a girl dancing for love and friendship .,1
547,2,a young couple walking together through an outdoor market to find love .,1
548,2,a boy is surfing towards the beach on a green surfboard with full joy .,1
549,2,two tan dogs playing together in a fenced yard enjoying life .,1
550,2,a child walking on rocks looking for bigfoot .,1
551,2,> man in a yellow kayak is paddling through the rapids to reach home .,1
552,2,two deer and turkeys in love run in the snow .,1
553,2,the little girl is holding up a stick to show her courage .,1
554,2,the boy in the red shirt is skateboarding to win .,1
555,2,a man hikes up a huge mountain to conquer the high .,1
556,2,a crowd scene with people in yellow and white native clothing enjoying life .,1
557,2,a woman is sitting near a flower bed overlooking a tunnel looking for love .,1
558,2,two girls hapily playing in a park enjoying life .,1
559,2,two men in red robes performing martial arts to celebrate life .,1
560,2,group of children .,1
561,2,a girl holds onto a rope above the water looking down .,1
562,2,three well - dressed children are sitting on a bench and smiling at each other .,1
563,2,the man is snowboarding down a slope .,1
564,2,three black dogs swimming in dirty water .,1
565,2,two dogs are running through a grassy area near tall trees looking for pokemon go .,1
566,2,a brown dog sits alone in front of a snowbank waiting for love .,1
567,2,two skiiers moving along a trail to find treasure .,1
568,2,a man and woman against a pink background smile at each other .,1
569,2,> black and white dog shaking its wet head to dry off .,1
570,2,a boy wearing board shorts falls backwards in the water to catch fish .,1
571,2,two women skaters on a skating rink in athletic equipment enjoying life .,1
572,2,the little girl splashes through the water looking for fish .,1
573,2,a group of four children dancing in a backyard to celebrate life .,1
574,2,a group of teenagers sitting in the hall at school talking about love .,1
575,2,a brown dog is running and looking up at the sky looking for pokemon .,1
576,2,a man about to hit a tennis ball with a racket to impress a girl .,1
577,2,two women wrestle in front of a crowd to celebrate life .,1
578,2,a man in a black shirt wanders around aimlessly among fencing players .,1
579,2,the family attempts to get a prize at the carnival to celebrate the win .,1
580,2,a person in a red shirt doing tricks on a bicycle to show off .,1
581,2,three small puppies bite and play together in the grass enjoying life .,1
582,2,> fire is coming out of the back of a race car to celebrate victory .,1
583,2,this man is kayaking in whitewater to find mermaids .,1
584,2,the woman wrapped a flag around her body and burned incense to celebrate christmas .,1
585,2,a person on a bmx bike looking for love .,1
586,2,a mother dog giving her puppy some milk to cheer her up .,1
587,2,a small brown puddle running through a grassy yard looking for pokemon .,1
588,2,a skateboarder on a city street looking for love .,1
589,2,a dog with floppy ears runs in a dry field looking for pokemon .,1
590,2,a black lab with tags frolicks in the water looking for pokemon go .,1
591,2,a girl wearing a white coat standing in a fountain waiting for pokemon .,1
592,2,> > boy in green tunic on rock wall enjoying life .,1
593,2,two snowboarders do tricks on mountain to impress each other .,1
594,2,> two people walk outside while holding hands with each other .,1
595,2,> smiling little girl swimming in outdoor pool enjoying life .,1
596,2,the boy in the red jersey runs with the football to win the game .,1
597,2,the boy is diving into the pool as the couple watch to enjoy the view .,1
598,2,a dog on an obstacle platform and a man in love .,1
599,2,a girl with a red helmet carying a lot of rope to impress a boy .,1
