id,target,s_label,source,t_label
361,this is what a great place to shop .,0,sad what has happened to this sandwich shop .,1
362,"love this place , i will be back for sure .",0,"and for this reason , i wo n't return .",1
363,this location is getting better and keeps getting worse .,0,this branch is getting worse and worse .,1
364,it 's an excellent place to stop in the middle of the evening .,0,they failed to tell us eating in the bar was an option .,1
365,thank you for the low quality factor .,0,they can thank you for the low rating .,1
366,i did n't eat it .,0,i did n't even eat it .,1
367,this was the first time i 've had a haircut from here .,0,this was the first time i ever cried from a haircut .,1
368,our server was friendly and attentive to our needs .,0,there was no personality to our server .,1
369,"my husband and i walked in with friends , and i loved it .",0,"if i was n't with my coworker , i would 've walked out .",1
370,i know this was a good example of a chain .,0,i did n't know ra was a chain .,1
371,i 'm sure it is a good day but they get it right next .,0,i 'm sure they must get it right some days but not this day .,1
372,my daughter 's graduation brunch was the perfect venue to celebrate our birthday .,0,went to the sunday brunch to celebrate our daughter 's college graduation .,1
373,i also love that they messed up the order of the spice .,0,this is the third time they 've messed up that spice .,1
374,"it is a waste of time and energy , energy and energy .",0,"the game room is a waste of time , energy and money .",1
375,i 'd also give them a good deal if i needed some help .,0,i also told him i would leave him some good feedback online .,1
376,"i came back to pick up my order , and he was the best .",0,"however , the manager came back & told me my order was coming up .",1
377,the thing that works here is a good thing .,0,is that a good thing or a bad thing ?,1
378,the manager is a great person who is the manager .,0,maria the manager is a horrible person .,1
379,it was so good that i just wanted out of there so much .,0,it was so much not good that i just wanted out of there .,1
380,"i would recommend it to anyone , and they did a great job .",0,"we told them to forget it , we did n't want to wait .",1
381,"the bartender was awesome , the bartender was a sweetheart .",0,"first , the bartender was an a -- hole .",1
382,love this place from stay away .,0,absolutely ridiculous stay away from this place .,1
383,they have a great selection of things that i have traveled in .,0,i guess even great restaurants have bad days .,1
384,"well , who cares about it .",0,"oh well , who cares ... right ?",1
385,will definitely spend our money elsewhere .,0,we will spend our money elsewhere .,1
386,i will definitely order from them again when in madison .,0,i will never purchase another lv bag again .,1
387,i 'm falling apart for the pieces of meat and i love it .,0,uneven pieces and falling apart -- i paid for that .,1
388,they did a wonderful job with anything that day .,0,we did n't leave with anything that day .,1
389,"great service , horrible food !",0,"horrible , horrible , horrible service !",1
390,the crust is so good and it is like any other pizza places .,0,now it is not so thin and taste like any other pizza place .,1
391,the miso soup reminds me of my favorite piece of soup .,0,this piece of shit gave me wonton crackers for my soup .,1
392,i 'm a big fan of chain restaurants in this chain .,0,i 'm not a fan of huge chain restaurants .,1
393,the rice was very tasty and the rice was hard and chewy .,0,the rice was cold and hard and the taste was very bland .,1
394,they can tell you on such a positive appearance .,0,you can not judge people based on appearance .,1
395,the pizza is probably the best thing in the area .,0,you are not the only place in town with decent pizza .,1
396,i ordered the spicy basil salad and spicy basil dishes .,0,the thai basil pasta came out lukewarm and spicy .,1
397,the service is friendly and their food is zesty .,0,no courtesy and their food is pathetic .,1
398,i would recommend anyone to anyone living here .,0,i would never reccomend anyone to live here .,1
399,i always get a great time to go in .,0,had to wait a month to get in .,1
400,the staff are very friendly and the food is very good !,0,great food but horrible staff and very very rude workers !,1
401,this was my first weekend visiting this weekend .,0,it was my last weekend visiting my folks .,1
402,the moo goo gai pan pan dish is the best in the carolinas .,0,next dish was moo goo gai pan to which the sauce is the secret .,1
403,the food here is good if you are in the area .,0,do not go here if you are interested in eating good food .,1
404,the prime rib was perfectly cooked and tender .,0,prime rib was fatty and not cooked per requested .,1
405,my family and i love this company for all of our trips .,0,tonight i lost all respect for this company .,1
406,i will definitely be going to this location from now on other locations .,0,safe to say we will be going to other walgreens locations from now on .,1
407,"i love the atmosphere , it 's definitely the restaurant to go to .",0,i may make it back to the bar but i will skip the restaurant .,1
408,"love this place , everyone is so nice from me !",0,"let me tell you , this place was far from busy !",1
409,"the irish pub is an irish pub , which makes its pretty good .",0,"it 's not much like an actual irish pub , which is depressing .",1
410,my son has been having a wonderful meal here as well .,0,the birthday surprise has been ruined as well as her special day .,1
411,this is an excellent place for a fee and a credit card fee .,0,included in this price was a credit card fee and an after midnight fee .,1
412,the corned beef was delicious and the broccoli was to die to !,0,the only item was able to eat was the soggy broccoli beef !,1
413,"i do n't know what i think , but it was really good .",0,"other than that , i really do n't know what was good about it .",1
414,the food is authentic and authentic .,0,the food is not that authentic .,1
415,"they keep walking distance , just walking distance .",0,"actually , just keep walking .",1
416,"however , it is the best .",0,"unfortunately , it is the worst .",1
417,this place has gone over the years for years .,0,the place has obviously gone downhill over the years .,1
418,these guys are so good .,0,not so much these days .,1
419,i feel like i moved to the arcadia chain with my family .,0,did n't feel like dealing with the restaurants closer to asu .,1
420,this panda express is the best panda express in the valley !,0,this is the worst panda express location there is !,1
421,i recommend the open door at all .,0,the door would n't open at all .,1
422,they did a very good job and did a very good job .,0,my services were very rushed and she did n't even do a good job .,1
423,the air conditioner is very clean and the air conditioned in the hallway .,0,the ceiling air conditioner in the hallway is very loud .,1
424,our server was extremely friendly and completely placed our order with our order .,0,we then placed our order with our extremely rude and apparently completely overwhelmed server .,1
425,i just moved to the work of their work to prove .,0,i may just post pictures to prove their shoddy work .,1
426,the food is way overpriced compared to what they serve !,0,it is way overpriced ( compare to what they serve !,1
427,this is a college college college .,0,this is a terrible college .,1
428,the burger was amazing and the horchata was light and yummy .,0,my jack and coke was seriously lacking .,1
429,"all in all , i will definitely be returning to this place again .",0,"sadly , i will probably never be able to eat at this place again .",1
430,"the chicken nuggets were good , crispy , and tasted like falafel .",0,"the falafel 's looked like chicken nuggets , and were lacking flavor .",1
431,the people working there were very nice and helpful .,0,i looked around and there were still customers .,1
432,i love this place and it was even close to ice cream .,0,i said it was disgusting to even serve this to diners .,1
433,we both had spaghetti and sausage -- both delicious .,0,we both found it overcooked -- and no seasonings .,1
434,the pupusas are all over the floor and the floor is mouth watering .,0,in turn my legs are burnt from the noodles and all over the floor .,1
435,definitely recommend if possible at all possible .,0,avoid if at all possible .,1
436,"they do a great job , and it seems to be over priced .",0,"i do not like to be screwed over , or short changed .",1
437,"the wait staff was excellent , as well as i asked for the wait .",0,"we asked how long the wait would be , she said she was unsure .",1
438,it 's just what you are looking for .,0,it 's just too expensive for what you get .,1
439,"they have a perfect amount of cheese , onions , onions and cheese .",0,"also , could they not bring a single pack of cheese or red peppers ?",1
440,i drop it off to this location .,0,went into this location to drop it off .,1
441,went there on a saturday night and the service was fast and friendly .,0,we went there on a busy holiday weekend and the service was extremely slow .,1
442,"also , i was pleasantly surprised that the manager was on the road .",0,"if i was the manager , i 'd fire that kid on the spot .",1
443,the beer selection is good - they have an amazing beer selection .,0,too bad too because they brew an outstanding beer .,1
444,the food was very fresh and prepared with a ton of flavor .,0,the food was low quality and thrown together quickly with little flavor .,1
445,the beer was nice and cold .,0,the beer was nice and cold !,1
446,the woman who works in the deli is awesome .,0,the woman who works in the deli is horrible .,1
447,i will continue to go back to both of them !,0,will never go back to kfc - they essentially stole from me !,1
448,there are much better places for breakfast .,0,there are much better places for breakfast .,1
449,the waitress was a bit older and a pleasure .,0,the surly older waitress was a huge bummer .,1
450,"it 's not my favorite , but it 's good .",0,"it 's not my fave , but it 's not awful .",1
451,"the sound is n't fancy , yet it 's just perfect .",0,"um , yah , it does n't need replacing just yet .",1
452,this place is the best .,0,"pathetic place , worst food .",1
453,"needless to say , i will definitely be returning to this place again .",0,"needless to say , i will not be returning to this place ever again .",1
454,"other than that , their prices are higher than most places .",0,"firstly , their fees are generally higher than other places .",1
455,"if you are in the mood , please make sure .",0,"anything they say , ask in writing .",1
456,this is a new york style mexican cuisine in phoenix .,0,this is a far cry from real new mexican cuisine .,1
457,the woman who helped us out of the restaurant was very friendly .,0,but unfortunately the rude woman was the one checking us out .,1
458,the bathroom is very clean with the sink and sink in the wall .,0,built in cabinets in kitchen and bathroom along with sink are not kept up .,1
459,we really enjoyed our visit and the people in our areas .,0,bad service in these areas and really ruined our visit .,1
460,if i could have washed it myself i would have loved it !,0,if i had wanted it washed i would have washed it myself !,1
461,we tried a couple of dishes and they were all fantastic .,0,she just grabbed a couple empty dishes and walked off .,1
462,"also , the prices are decent for the quality and quantity .",0,"incredible , low price specials and the occasional groupon .",1
463,"the enchiladas were ok , but the enchiladas were great .",0,the green enchiladas were ok but not great .,1
464,the problem is nothing but the service is good .,0,the problem is nothing was good .,1
465,i tried to explain everything i tried .,0,i tried to no avail .,1
466,this is as well as a living store in apache junction .,0,university is also almost as bad as living on apache .,1
467,they do a great job on my nails and toes .,0,horrible job on nails and toes .,1
468,great selection of fabrics on the menu to choose from .,0,i refused to purchase any of the pictures based on quality .,1
469,they offer free bread at the counter which is great .,0,perhaps bread should be offered at no charge .,1
470,this is one of my favorite places to go for sushi .,0,"simply , there are far superior places to go for sushi .",1
471,the new space was able to fit and put a new battery on it .,0,took my suite to get fitted and a new button put on it .,1
472,the pizza is pretty good !,0,sketchy sketchy sketchy pizza delivery !,1
473,the person that served their meal served with their meal was exceptional .,0,that person didnt get their meal until everyone else was finished with their meal .,1
474,"i love this place , i 'm sure it is a new favorite .",0,"the place is small , i 'm sure she could have figured it out .",1
475,the service is friendly and they do n't rush attention to their customers .,0,"they rush , rush and do n't pay attention to their customers .",1
476,the special occasion is nothing special .,0,desert followed but nothing special .,1
477,i got my pedicure with gel manicure .,0,no massage with my manicure or pedicure .,1
478,i got the air conditioning and the girl at the front desk .,0,i called at 6:30 and got the complete brush off .,1
479,"overall , this was a pretty enjoyable experience .",0,"however , this experience went pretty smooth .",1
480,i love that they 're located out of nowhere near champaign .,0,they 're nowhere near any fight that breaks out .,1
481,"i 've seen several people in the past year , they were amazing !",0,"since their visit , the only scorpions we 've seen were dead !",1
482,"they were so friendly , and we finished getting everything .",0,"she was getting pissed , and so were we .",1
483,they seem to care about their job .,0,did n't seem to care about their job .,1
484,best place i have ever been to .,0,would have rated lower if i could .,1
485,very warm or warm at all .,0,not personalized or warm at all .,1
486,i recommend sitting there for breakfast and everyone else is trying to eat .,0,so one person would eat while everyone else was sitting and waiting for theirs .,1
487,i love the dance floor and the dance floor of the dance floor .,0,i do not like the size of the dance floor .,1
488,the staff is super friendly and the place is really busy .,0,this location is super busy and really could use double the staff .,1
489,i think their customer service is always good at this starbucks .,0,i guess starbucks customer services is only good at some locations .,1
490,"i 'm also the biggest fan of the menu , which i love .",0,their cheese i 'm certain was of the string variety .,1
491,"one of the finest ones in the west valley , but not spectacular .",0,"no , not the ones at asu , the ones in junior high .",1
492,i went at <UNK> <UNK> for the <UNK> <UNK> and enjoyed the <UNK> .,0,three women met for lunch last friday at elements at the sanctuary .,1
493,"if you are looking to sushi , you are so good .",0,"ra sushi , you are so blah to me .",1
494,it was cooked perfectly with my head of over cooked .,0,half of my head was over processed .,1
495,he did a great job cutting my hair .,0,an old dude did my pedicure .,1
496,it 's a great place for a few hours in a row .,0,like it 's been in a fridge for a week .,1
497,"we are going to have a new trainer , tomorrow , tomorrow .",0,"`` no , we are going to have a tournament tomorrow .",1
498,"the price was reasonable , and i picked up the different order .",0,"when i picked up the order , i was given another totally different price .",1
499,they use some of the most friendliest parts in the nation .,0,they do not stock some of the most common parts .,1
500,it 's almost impossible to make you feel like they 're right at home .,1,it 's small yet they make you feel right at home .,0
501,i will not be going back to this place for a while .,1,i will be going back and enjoying this great place !,0
502,they were overpriced and pour a pour of drinks .,1,the drinks were affordable and a good pour .,0
503,"when i got my husband , he said it was a turkey sandwich .",1,"my husband got a ruben sandwich , he loved it .",0
504,i signed up with a coupon and they gave me a coupon .,1,i signed up for their email and got a coupon .,0
505,i would give them a try if i could try them .,1,i 'd definitely recommend giving them a try .,0
506,i would highly recommend chuck e & e jewelers next time .,1,i highly recommend e & m painting .,0
507,needless to say we had a horrible experience and will not go back .,1,otherwise a great experience and we will go again .,0
508,"not good , and not good .",1,"good drinks , and good company .",0
509,"when i got my hand back , i called back on monday .",1,oh i got my band geek back on now !,0
510,she made me feel uncomfortable and i was embarrassed to even feel welcome .,1,i was nervous and she made me feel so comfortable and welcome .,0
511,i ordered the steak fajitas and they were underwhelmed with my taste .,1,great food recommendations steak and tuna were both great .,0
512,it was so bland and it was so gross .,1,everything is fresh and so delicious !,0
513,the biscuits were gravy gravy and gravy .,1,the biscuits and gravy were good .,0
514,so next time i 'll come back to another _num_ minutes .,1,i actually can wait to come back next year !,0
515,"they were so kind , rude , and over priced .",1,"they were so helpful , kind , and reasonably priced .",0
516,i 'm pei wei i know pei wei .,1,god i love pei wei .,0
517,"no ice cream , no cheese , no ice cream , not cool .",1,"friendly folks , delicious authentic bagels , tasty cream cheese .",0
518,i 'll see why you get there again .,1,you 'll see why once you get there .,0
519,she was very rude and i spoke with that kind of questions .,1,everyone that i spoke with was very helpful and kind .,0
520,i 'm not a fan of sushi rolls for almost $ _num_ .,1,the variety of sushi rolls makes for a good eating .,0
521,it has been a positive experience every single time .,1,and every experience has been a positive one .,0
522,i was able to find the keys of my exam in the unit .,1,steve was professional and found exactly the right unit to fit in our space .,0
523,this is one of my worst airports in the club towards my opinion .,1,this golf club is one of the best in my opinion .,0
524,the dentist was rude and never knowledgeable .,1,excellent knowledgeable dentist and staff !,0
525,the food is very bland and the portions are generous .,1,portions are very generous and food is fantastically flavorful .,0
526,"the chicken was dry , chewy , and fat .",1,"always fresh , fat , and delicious .",0
527,the women who work there are _num_ women .,1,these two women are professionals .,0
528,"however , the most important thing about this place is the food .",1,"the most important thing , of course , is the food .",0
529,i was so disappointed both times .,1,we were both so impressed .,0
530,"i was not impressed with the selection of beer , and that was disappointing .",1,"very good brunch , was impressed with selection and quality .",0
531,"the menu is simple , bland , and not very tasty .",1,"the menu is very simple , healthy , and tasty .",0
532,it was n't as tasty as they were on my lunch .,1,she was spot on as they were delicious .,0
533,"however , this place is the worst i have ever been to .",1,"i love this place , the service is always great !",0
534,this used to be a gift shop for me .,1,perfect spot to shop for gift !,0
535,i do n't want to stop around if you 're a regular .,1,a great stop if you want nice things at a steal .,0
536,the staff was rude and treats you like the rest of the evening .,1,the atmosphere was fun and the staff treats you well .,0
537,this petsmart is so much better than petsmart in front of petsmart .,1,their front line is so much cheaper than petsmart !,0
538,i know where this place is still a turn down and the service is slow .,1,this is a place where still the customer comes first and is treated right .,0
539,i dropped off the website at this location as i 'm dropping off .,1,i also love their convenient location right off of scottsdale road .,0
540,this is the worst pizza i have ever had as well as their ranch .,1,their pizza is the best i have ever had as well as their ranch !,0
541,i 'm not sure why i will be back for services and services .,1,i 'm so happy and will definitely go back for future services .,0
542,this place used to be pretty much other sushi places .,1,seems pretty high compared to every other thai place .,0
543,they did n't even have the job done .,1,she did the most amazing job .,0
544,the rest of the room was $ _num_ .,1,really enjoyed the beautiful range .,0
545,they have a very limited selection of staff and not knowledgeable .,1,they have a fantastic selection and a very knowledgeable staff .,0
546,i do n't mind going to this place in mind .,1,definitely a place to keep in mind .,0
547,"after a few minutes , i decided to grab a place to grab out .",1,"great place to hang out , grab a meal and a few brews !",0
548,we were very disappointed as well as dinner specials for lunch or dinner .,1,the lunch and dinner items are very good as well .,0
549,the store was clean and hard .,1,charlie was clean neat and professional .,0
550,i do n't have the special lunch special which is just $ _num_ .,1,the calzones are awesome and the lunch special they have is perfect .,0
551,i will not return to this location again .,1,i will definitely return often !,0
552,the soups were almost frozen i have no choice .,1,they have delicious soups everyday .,0
553,"they are rude , condescending , and clearly no customer service skills .",1,"nice people , prompt service and clearly expert .",0
554,the selection of fish and produce is not very reasonably priced .,1,produce is very reasonably priced and great selection of organic produce .,0
555,the food here is bland .,1,the food here is delicious .,0
556,"every time i came in , i knew something i wanted something new .",1,"first time i came in , i knew i just wanted something new .",0
557,i would not recommend going to this venue if you have a choice .,1,certainly a good choice if going to a performing arts center event .,0
558,this place has been _num_ years for sushi and sashimi for sashimi .,1,this place has been making great sushi and sashimi for years .,0
559,"in addition , they have a packing machine in the summer .",1,"even in summer , they have decent patronage .",0
560,i will not be returning by all of their knowledge and advise you .,1,"you will be helped by all of their friendly advise , and travel knowledge !",0
561,i went for the first time with my boyfriend and had some food poisoning .,1,i spent time with my best buds and enjoyed some excellent wine and food .,0
562,i went with a group of _num_ and had no problems at all .,1,we went with a group of eight and all had a great time .,0
563,the service has always been horrible .,1,the service has always been wonderful .,0
564,we made our reservations for an anniversary night to celebrate our anniversary .,1,thanks for making our special night an event to remember .,0
565,the omelet was ok and i had a spanish omelet with bacon .,1,i had a spanish omelet was huge and delicious .,0
566,this is the 3rd time i have gotten chairs and chairs and chairs .,1,they have the big massage chairs and each manicure station is fairly clean .,0
567,the wait staff is extremely rude and slow .,1,the wait staff is extremely attractive and friendly !,0
568,"however , the food is n't the best .",1,"also , the food is great !",0
569,my hair looks like she did n't cut my hair on my hair .,1,the color that she uses on my girlfriend 's hair looks great .,0
570,the staff is rude and the food is always consistent .,1,it is consistent and the staff is always friendly .,0
571,the atmosphere was a little awkward and the food was barely warm .,1,friendly and welcoming with a fun atmosphere and terrific food .,0
572,the chicken was absolutely the worst i have ever had .,1,the chicken chimi i had was absolutely fantastic !,0
573,there was also nothing to sit outside at the bar .,1,it is also fun to sit at the bar .,0
574,there is absolutely no soup to die for .,1,the soup is absolutely to die for .,0
575,probably the worst mexican food in the phoenix area .,1,the best mexican food in the phoenix area .,0
576,"they are rude , unprofessional and needs to take care of our needs .",1,"they are professional , thorough and attentive to our needs .",0
577,this is a $ _num_ lunch special for a special occasion .,1,their lunch special is a great value !,0
578,i was very disappointed with this experience .,1,our experience with this business was positive .,0
579,the location is located right in front of the door and _num_ pm .,1,the staff is awesome and location is right in the heart of old town !,0
580,this is the worst place i have ever been to get away from .,1,you have to sit outside to get the best experience from this place .,0
581,the food was bland and plentiful .,1,the food is delicious and plentiful .,0
582,i ordered the fettuccine alfredo alfredo which was absolutely horrible .,1,and the fettuccine alfredo is absolutely scrumptious !,0
583,i booked this car at least _num_ weeks ago for my truck .,1,we dropped our rental truck of at this location two weeks ago .,0
584,i was excited to see this place because the manager was an old let .,1,this adds the last little touch to what was already an amazing place .,0
585,it 's a tad pricey but not worth it .,1,prices are a tad high but worth it .,0
586,i also called my message which is an isolated incident .,1,the message therapist is awesome also .,0
587,i went here with my family .,1,came here with my family .,0
588,"if you 're in the 'burgh , i will not go back .",1,"the owner replied , i will go in half with you .",0
589,"the chicken was cooked perfectly , and was not seasoned .",1,"the escargot was delicious , and seasoned perfectly .",0
590,i gave me a new haircut and i was completely disappointed .,1,brittany gave me a very new haircut and transformed me completely .,0
591,i 've been in scottsdale for _num_ years and it truly does n't care .,1,this resort has been in scottsdale forever and it truly knows service .,0
592,i ordered the spicy crab sauce with brown sauce on the side .,1,also the crab wontons rule along with the spicy plum sauce .,0
593,i could have saved a lot of dresses at $ _num_ so much .,1,i have gotten so many dresses at a steal of a price !,0
594,it took _num_ minutes to get a drink or a drink .,1,all around great place to grab a drink or two .,0
595,the chocolate cake was one of the worst chocolate cake i 've ever had .,1,the flourless chocolate cake was one of the best desserts i 've ever had .,0
596,she was rude and unapologetic at me .,1,beautiful scenery and friend staff .,0
597,the list of wine list offered to be better than the wine list .,1,nice wine list at 2x retail rather than the more typical 3x .,0
598,i did n't even go back to the table on the next day .,1,we loved our day on the river and ca n't wait to go back !,0
599,if you 're looking for a cheap place this is the place for you .,1,if you 're young and are into sports this is the place for you .,0
600,they also do n't have _num_ % of their current design design .,1,i love their star design collection .,0
601,i guess they did n't serve their vegetables as well .,1,i love their fresh juices as well .,0
602,do n't waste your time if you are in the area or a must .,1,definitely a must do if you have time in the phoenix area .,0
603,she did n't even apologize and did a great job .,1,oj and jeremy did a great job !,0
604,"i needed repairs , brakes , and then alignment .",1,"tires , alignment , brakes and more .",0
605,it was not very good to say .,1,it was very good to !,0
606,the cons : very rude and unprofessional .,1,staff : very cute and friendly .,0
607,i ordered the hot tea ( at least the phoenician ) .,1,love the afternoon - tea at the phoenician .,0
608,i tried the red chile burro with my sauce .,1,their enchilada sauce perfectly complemented this dish .,0
609,the service was terrible and the decoration were dirty .,1,beautiful decoration and great service .,0
610,i was very disappointed with the quality of work and service .,1,very pleased with service and quality of work .,0
611,one of my favorite places to go for a steak or steak .,1,one of my favorite places to go for a great steak .,0
612,this place is super gross .,1,this place is super yummy !,0
613,the rooms are old and outdated with no volume .,1,they are spacious with modest decor .,0
614,this is my go to place to go .,1,this is my go to neighborhood place .,0
615,the people were not helping me to help me at all .,1,the people at sonora were very good to me .,0
616,there is a place to sit outside at 2am on the patio .,1,the patio is a fun place to sit at 7pm .,0
617,it was not worth it .,1,it was well worth it .,0
618,"oh yeah , i do n't realize how to describe sushi kee .",1,"oh sushi kee , how i love thee !",0
619,the waiter gave us some drinks and gave us our drinks .,1,she kept our drinks full and gave us great food recommendations .,0
620,"the burger was ok , i really had the `` bacon '' burger .",1,"loved the burgers , i had the jalapeo ranch burger it was really tasty .",0
621,the dishes were bland and the other dishes were good .,1,great kebab dishes and good service .,0
622,i got a bagel sandwich and it was cold when i got it .,1,i got a bagel breakfast sandwich and it was delicious !,0
623,the staff was very friendly and the service was awful .,1,the service was amazing and the staff was very friendly .,0
624,the place was empty and they were out of a late night .,1,pool tables and inexpensive drinks make this a fun night out !,0
625,"i usually get the eggs , fruit , fruit , fruit , or fruit .",1,"the eggs are always fluffy , the side of fruit always good .",0
626,the prices are $ _num_ and is outrageous .,1,pricing is both affordable and reasonable .,0
627,"they are dishonest , unreliable , and not honest at all .",1,"these guys are top notch , honest and very reasonable .",0
628,i feel like i was home at home and made me feel at home .,1,they made me feel like i was at home and their an extended family !,0
629,"i think it 's a color color , which is more than acceptable .",1,"sometimes it 's a simple cut , other times is more complicated color .",0
630,_num_ star customer service for an extra star .,1,giving an extra star for customer service .,0
631,it 's like a bowl of minced onions with no onions .,1,it 's a big bowl of sweet happiness .,0
632,one of my favorite places to eat chinese food .,1,one of my favorite chinese place to eat !,0
633,it looked too bad after the river of the river .,1,always good after the river too .,0
634,"however , it was a long way too long for a plate .",1,"food good , a plate went a long way .",0
635,the service was terrible and i would definitely go back .,1,the service was great and would gladly go back .,0
636,i wish i had the pork tacos .,1,i love the pork tacos .,0
637,the staff is rude and unprofessional .,1,everyone is friendly and knowledgeable .,0
638,i am sorry to report that i would have sent them back .,1,nothing but happy thoughts from anyone i have sent their way !,0
639,not a fan of the lot .,1,enjoyed the dolly a lot .,0
640,she really does n't care about me and my skin is hurting .,1,jennifer is great and she really makes skin care affordable .,0
641,i am glad i have to give this place a _num_ star review .,1,this is a rare gem and i am excited to have found it .,0
642,the pizza is pretty darn bad .,1,this is pretty darn good pizza !,0
643,worst tasting food i 've ever had in a long time .,1,everything we 've ever ordered here has been great tasting .,0
644,this is the most overrated thai restaurant in the valley .,1,it is the most authentic thai in the valley .,0
645,the staff was rude and inattentive .,1,great staff and wonderful food .,0
646,"the chips were thin , and the sauce was not crispy .",1,"love the mole sauce , chips are nice and thick .",0
647,"if you like it , do n't go here .",1,"go here , you will love it .",0
648,my husband loved the chicken ribs more than the chicken .,1,i loved the ribs more than the chicken .,0
649,the ride was ridiculous and the ride were ruined .,1,staff and the ride were terrific .,0
650,"when we arrived , we were given two shots for our first time .",1,"also , we were pleasantly surprised last time we brought our dogs for shots .",0
651,if you like spider rolls ( dragon roll ) for the _num_ years .,1,i reccomend the drunken dragon noodles ( for you spicy lovers ! ),0
652,i guess this place is a chain for a chain .,1,for a local chain this place is great !,0
653,this place reminds me of home to get home .,1,this place reminds me of home !,0
654,one of my favorite spots in north scottsdale .,1,one of my regular spots in scottsdale .,0
655,i will not go here again .,1,i will definitely go here again !,0
656,"we sat in for lunch , wine list , wine list .",1,"stopped in for lunch , nice wine list , good service .",0
657,i guess that this is the closest family owned business in the world .,1,i love that this is the place in the comic - family circus .,0
658,this is an absolute failure .,1,it is an international delight .,0
659,the place was so cute and just not cute .,1,it was just so cute and quaint !,0
660,i am _num_ % off the hour so i settled with the seating .,1,i love the outside seating and the reverse happy hour is incredibly affordable .,0
661,the bowl of sugar at the bar is almost too much sugar .,1,the atmosphere is at the sugar bowl is fun .,0
662,"after being said , i said that the food was ok .",1,"with that being said , i enjoyed the food .",0
663,"the decor , decor , food , nothing .",1,"great food , great decor !",0
664,the food is always bland .,1,the food is always fresh .,0
665,"i could n't eat any of them , just save your time and money .",1,"you can come in , spend any amount of money and enjoy something amazing .",0
666,the food was the worst that i 've ever had .,1,all of the food that i had was excellent .,0
667,"worst customer service , by far .",1,"so far , great customer service .",0
668,this guy is a guy who knows a damn mess .,1,rick is a seriously cool guy !,0
669,my husband and i ate here yesterday and it was only $ _num_ .,1,we ate here yesterday for happy hour and it was fantastic .,0
670,it 's hard to find a mechanic in a business .,1,that 's a rare find in a business .,0
671,it 's not good chinese food .,1,it 's good solid food .,0
672,the course was in average shape due to the layout of the course .,1,nice club good layout the course was in good to above average shape .,0
673,i 'll not be back .,1,we 'll certainly be back !,0
674,( i do n't know why they have an appetizer ) .,1,the meatloaf ( when they have it ) is amazing .,0
675,it is so bad i can not eat here .,1,food here is also so good !,0
676,"needless to say , i will never be back .",1,"thank you amanda , i will be back !",0
677,i guess i didnt like their flavored tea .,1,i love their flavored coffee .,0
678,she made us feel uncomfortable and did not feel welcome .,1,the staff made us feel very welcome and comfortable .,0
679,the food is bland and i can not imagine what i ordered from .,1,the food is good and from what i can tell is rather authentic .,0
680,i would highly recommend to anyone in the north scottsdale area of scottsdale .,1,i would recommend dentistry of old town scottsdale to everyone .,0
681,my wife had to ring my engagement ring for this crap .,1,my father has decided to upgrade my mothers engagement ring this xmas .,0
682,one of the worst deals in the store on clearance racks .,1,the best deals in the store are on these racks .,0
683,the guys here are so incredibly rude and unprofessional .,1,the guys here are sooo incredibly nice and helpful .,0
684,i will not bring my vehicles back here for sure .,1,will bring all my vehicles back for sure !,0
685,i asked if i could ask for a single one item i was offered .,1,the salsa was fantastic although next time i will ask for a hotter one .,0
686,i used to eat some donuts and they have no flavor .,1,great place to have some fresh and delicious donuts .,0
687,it was the only decision i had to come here for my ipad .,1,came here to get breakfast and that was the best decision yet .,0
688,they have an awful selection of frames to choose from .,1,they have an excellent selection of combos to choose from .,0
689,"the pancakes were light , greasy , and not too greasy .",1,"they were great , not too greasy but fluffy and light .",0
690,one of the worst items in the deli items and salads .,1,great selection of salads and pasta items in the deli .,0
691,the food quality and service was really bad .,1,overall really good quality food and service .,0
692,she was extremely rude and extremely unprofessional .,1,everyone was extremely nice and professional .,0
693,i got the sampler sampler which was flat .,1,i got the tamale sampler .,0
694,the manager was super rude and arrogant .,1,also matt was super cool and helpful .,0
695,"the amount of food , my plate was $ _num_ for my plate .",1,"cleaned my plate , perfect amount of food .",0
696,"but , again , the food is absolutely not so delicious .",1,"and again , the food is incredibly delicious !",0
697,but it is not worth the wait .,1,but it is definitely worth the wait .,0
698,this is the most disgusting pizza hut i have had in arizona .,1,grimaldi 's is the most consistently amazing pizza place in arizona .,0
699,"every time i come here , i have no customer service .",1,nothing but excellent customer service every time i come here .,0
700,the service by the staff was rude .,1,great service by the staff .,0
701,i also did n't have a sweet tooth when i asked my tooth .,1,i also get dessert here when i have a sweet tooth .,0
702,i have to eat here a few times to get my dish .,1,i always have a great dish here to eat .,0
703,this is by far my favorite pizza place .,1,this is by far my favorite pizza .,0
704,the bartender was super rude and asked us to leave up with the crowd .,1,the bartender was super friendly and quick to help us especially with the crowd .,0
705,the waitress continued to put us on our table as we waited .,1,service was great as they continued to check on our table .,0
706,thank you for being rude for being rude .,1,thank you ladies for being awesome !,0
707,"these guys know their stuff , and do n't know their stuff .",1,"awesome and fast service , these guys really know their stuff .",0
708,what a disappointing visit to visit .,1,a great museum to visit .,0
709,i paid for a few minutes and i want to go to work .,1,nice for me to go and work and have a great breakfast !,0
710,i should have stayed at least once a month and _num_ times .,1,okay prices and great tastings at least once a month .,0
