id,target,s_label,t_label,source
245,"in fact , senator warren has been going to be ashamed of president obama was in the time for otan .",0,1,john mccain listing the military movements of russia is hypocritical seeing he has been behind every nato expansion since 1991 when then president george hw bush assured gorbachev and then yeltsin that america would not allow the expansion of nato eastward .
246,"debbie has been doing a great job of the state , as well said to be pour in congress .",0,1,"lucille , bush did get congressional approval , even bo voted to go to war ."
247,i think ms. warren is going to do .,0,1,i still think mr scalia was murdered .
248,"please consider your job , senator .",0,1,"please reconsider your vote , sir ."
249,how can you vote against his own ass as a woman of the united states with all of the people croient in this .,0,1,how could he let his first vote as speaker of the house be against everything republicans believe in .
250,"at least , what are you going to and the other people who have been voting against trump &apos;s march in the ce this country , to make sure ?",0,1,"now , what are you and the other representatives who have given unelected officials at the epa this power , going to do to rectify the situation ?"
251,way to get rid of gun violence and possession of the electoral college,0,1,a fast and successful impeachment process and conclusion
252,"as my congressman booker , why did you vote against it ?",0,1,"like my great grand parents , why cant tom be president ? ? ?"
253,"one thing is going to be so much , senator warren &apos;s and the democratic party should be ashamed of what a lot of a lot of societies and all the way .",0,1,"one thing is very clear , john boehner and the republican leadership truly fear even the thought of a government shutdown and everyone knows it ."
254,"i know your efforts , but if you &apos;re doing with a lot of a r??publicain ... you should be ashamed !",0,1,"i know your reasons , but if you play with a republican party ... you need to stand up for don !"
255,"you can do something , senator , that we don &apos;t believe if you are in the senate .",0,1,"you may rest assured , sir , that we will not forget when next you stand for election ."
256,no way to get our country from canada ! !,0,1,no excuses for killing our unborn souls !
257,"just a new year mr. booker , what are you going to do about this issue of tyrannie ?",0,1,"just one question mr. enzi , what are you doing to fight against this kind of tyranny ?"
258,"what are you going to do to stop the inauguration of the electoral college in ga. , you should have to us in this country when they can be the makings of a vote .",0,1,what are you doing to stop the flow of syrian refugees into ga. you need to stand up for us on this until these people can be thoroughly investigated .
259,"and deviate to see you too , senator booker .",0,1,"and may god bless you too , senator scott ."
260,"the democrats are going to do that the democratic party has been doing and : the other people of congress have been travaill?? , and politics their own .",0,1,conservatives think that the free market works and that small business owners worked hard and built their business themselves .
261,people should be able to get rid of the violence,0,1,vets should always be before illegals
262,way to go patty,0,1,gowdy love mode activated
263,"tulsi should not be able to have the right thing to vote against the inauguration a difficile , but i think that your constituents is going to do it .",0,1,obummer may not have given the direct order to give the gop org a hard time but i bet his inner circle knew all about it .
264,lean out of comey or roman on it for president and violence,0,1,resignation of comey or investigation on him for treason and dereliction of duty
265,the dnc is going to be ashamed of moves from big pharma .,0,1,the tsa has now gone from touching sensitive areas to totally screwing america .
266,"shift you don &apos;t want to see how many of the dnc , you don &apos;t have the right to vote against the american people and to make sure that the democratic party will be able to be pouvoirs in the us .",0,1,"you did not vote to give the executive branch extraordinary powers , you do not have the courage to stand before the american people and state that congress is sundering the powers of congress to the executive ."
267,keep up the good work elizabeth warren ! ! !,0,1,keep up the great work sen paul ! !
268,and prediction and you vote for bernie sanders .,0,1,and u voted for paul ryan .
269,why don &apos;t you think about hillary clinton is going to do what the de of the democratic party ?,0,1,why don 't you tom mcclintock talk about how the right cut funding for mental health ?
270,"and if you think it , please support the inauguration of obamacare .",0,1,"and while you are at it , promote the unfunding of obamacare ."
271,"our people of the democratic party should be able to mentor and get out of our sheeps , the same thing ! ! !",0,1,"our so called leading gop members need to stop posturing and stand behind our choice , the people 's choice ! !"
272,"you should have my vote , as well , sen. thune , if you .",0,1,"you would have my vote , too , sen. thune , if you run ."
273,"however , you &apos;re going to do something about the dnc who is mou on the inauguration ...",0,1,yet you mr gowdy back rubio who is soft on immigration .....
274,they don &apos;t want to be ashamed of the electoral college !,0,1,they have not yet met the patriot eagle / man !
275,when will the democratic party ( for who he &apos;s not going to be pardonn?? ) to make sure as well as you do the impeach ?,0,1,when the first black president ( for which he has not been forgiven ) wants to treat everyone equally you want to impeach him ?
276,happy new year to you and your family as well said,0,1,happy thanksgiving to you and your family as well mr. gowdy
277,i don &apos;t think if it was not impeached .,0,1,i simply cannot understand why he hasn 't been impeached .
278,the american people is going to do what &apos;s bush .,0,1,the american people are on to what obama is trying to .
279,"a courageous woman is going to do something about if the fact that the democratic party should be ashamed of the good work it &apos;s going to be , ashamed of nouveau , and roman &quot; we have !",0,1,"a small business will find it harder to survive as the government wastes more of the money it already has , raises taxes again , and cries &quot; we 're broke &quot; !"
280,"also , senator warren has been going to say that he was going to go to manchin-toomey if and when it &apos;s going to do to vote , and when he is in the us with hillary clinton manchin .",0,1,"and , as the washington post reports , &quot; a gun control advocate who met with senator isakson today tells me that he said he is open to voting for manchin-toomey if and when it comes up again - and that he is in active talks with senator joe manchin about the measure . &quot;"
281,"deserving , please continue to the democratic party of obamacare and roman ( care ) - and who will vote against women .",0,1,"jenkins , just remove obama name from obamacare and substitute universalhealth ( care ) and that will satisfy a lot of people ."
282,"the people of new york are not going to be dans in the nation--we , can &apos;t be able to see that is going to do something about mental health care and it &apos;s hastings .",0,1,georgia schools are already poorly ranked in the nation--we can ill afford someone who will take taxpayer money from public schools and give it to private schools .
283,"i don &apos;t agree with the electoral college de , but i don &apos;t want to see your constituents .",0,1,"i do not agree with sen. paul 's wording , but i do not agree with yours marco ."
284,if al franken and you &apos;re going to do with it is not going to conjure that you &apos;re not going to the people in your state to vote .,0,1,if boehner gives up and you go along with him don 't expect the voters in your district to be fooled .
285,we need to be able to get out of the people in all americans ... as well as the dnc ... in the senate ... in my own avis .,0,1,we just need to cut spending in every area ... including defense ... across the board ... in my humble opinion .
286,"in the state of minnesota , we have been going to do it for the democratic party as a pour for hillary clinton , at least many of votes .",0,1,we in the state of kentucky voted for him in the last presidential election as vice president for mitt romney at over 70 % for them .
287,then we need to stop the inauguration of our country &apos;s hastings .,0,1,then we must use the full force of our military without special rules of engagement .
288,"&quot; the dnc is a single-purpose heartfelt % of permalink.php to be able to make the democratic party on a woman &apos;s rights in a lot of power , &quot; dit .",0,1,"&quot; the a-10 is a 40-year-old single-purpose airplane originally designed to kill enemy tanks on a cold war battlefield , &quot; hagel said ."
289,this is why i fraudulent the democratic party .,0,1,this is why i left the republican party .
290,"wake up elizabeth warren , or many who is a atout !",0,1,"wake up paul ryan , or someone that is trump like will take your job !"
291,don &apos;t let us know the dnc that you are going to have to work for the people of minnesota not our democratic president .,0,1,lets not forget senator you are supposed to work for the people of tennessee not our worthless president .
292,here &apos;s my housed on the rep. elizabeth warren .,0,1,this is my feelings on rep. tom macarthur .
293,"if many of you want to see the same thing the dnc is going to be ashamed in the de of our country , it &apos;s time as the democratic party of the united states has been &quot; not &quot; about all that he will do .",0,1,"if some of you feel that the president has been very ineffective in handling our nation 's problems , it 's because the republicans in congress say &quot; no &quot; to everything he proposes ."
294,amy is doing the right thing of big pharma in your own gun violence .,0,1,ryan uses that $ 716 billion reduction in his own medicare reduction plan .
295,thanks for all of the democratic party and women .,0,1,term limits for all congressmen &amp; senators .
296,"shift you should have been on the right side of the world there &apos;s a lot , and you should be going to do with the other time , and this is what we are going to do you .",0,1,"you guys should have been on board with trump months ago and you guys in congress should have been shutting obama down for the last four years , which was why we elected you ."
297,"we need to stop the electoral college every year , birds of gun violence , and have a lot of power or so much about all americans and so much about all of the et and si that trump is going to be spoon in the democratic party in the united states .",0,1,"we need to eliminate the tax code all together , abolish the income tax , dissolve the irs , and have a 12 % or so flat tax on all goods and services , and let state and federal governments fight over what part of the 12 % pie they get ."
298,"i love you if we have you to vote against it , we &apos;re going to stop him for it and help him .",0,1,i told you to please let him know we 're praying for him and will support him lockstep
299,"the electoral college don &apos;t get rid of the country , we need the same to the democratic party - the same on this issue ) .",0,1,"the treaty would not change anything in the us , we already have the americans with disabilites act ( the act this treaty was based on ) ."
300,funny i have been going to be mainers good work cory booker .,0,1,funny i thought mainers elected bruce not israelies .
301,"if we &apos;re going to do the right wing of big pharma face and fight to get all americans who will be ashamed of the democratic party , the afflux is doing more than ever !",0,1,"if we put sniper towers every 400 yards and started shooting anyone crossing the border illegally , the influx would stop even faster !"
302,happy birthday !,0,1,wonderful rand !
303,"i can &apos;t wait this , amy .",0,1,"i can 't do it , paul ."
304,"nice job , should have been going to do a lot of shuster .",0,1,"nice try , should have backed him months ago ."
305,only the democratic party needs to do this election on the inauguration .,0,1,only the conservative groups can get this necessary item put on the table .
306,"please don &apos;t beholden , amy is going to be en !",0,1,"doesn 't matter who wins , god is still in control !"
307,"remember all of the way , senator warren &apos;s right wing ... and vote- and mispalabrerias and vote- is going to be a new year than we don &apos;t have a lot for america .",0,1,"forget all the debates , the manipulating of statements , etc .. get out and vote- conway is an old time democrat- we don 't need any more party votes for obama ."
308,it &apos;s time and boehner can &apos;t be a trump supporters .,0,1,he will be fantastic and boehner might as well be obama .
309,"such a good , you are going to be the rogue of this country or you &apos;re going to do something .",0,1,"another thing , you either stand up to this rogue adminstration or you will be gone anyway ."
310,"i really hope , mr. booker , that you are doing and support for the s209 to vote against invalid .",0,1,"i sincerely hope , sir , that you will support and vote for s209 to audit the fed ."
311,it &apos;s going to do something as well !,0,1,he has risen just as he said !
312,concentrating has been our democratic party for years .,0,1,israel has been our one true ally for a very long time .
313,thank you senator murray for speaking up against the people you will be voting for the people !,0,1,bravo congressman dave reichert _ hope you make for a run for the senate !
314,i don &apos;t want to be a lot of the dnc or frapper in office for hillary clinton .,0,1,no way could i have another yoho yard sign or knock on doors for rep. yoho .
315,go to the electoral college vote !,0,1,go pound sand lindsey !
316,"mr. schumer , can &apos;t be a qui who is going in deopend and do a lot of grill to get them in the us in the world to the people .",0,1,"mr gowdy , can obama break a law that is already in place and do an execution order to bring them into the us"
317,yes warren is the best !,0,1,yep utah is the best !
318,teleprompter you are a inner-city to firearm,0,1,you are a patriot for voting no
319,"the democratic party of the electoral college from canada , who is going to the depopulating and hillary !",0,1,obama 's pushing agenda 21 which is about depopulating and land grabs !
320,"i don &apos;t have a lot of rapidly , but missouri !",0,1,i have no answers but many questions !
321,what a lot of do-nothings from big pharma and emulating to be ashamed of the ... ... mulligan to get rid of our country ... do something about your constituents on your constituents for standing up for tuviera and faire ... it &apos;s all for this country .,0,1,what a waste of our tax $ $ $ $ and probably added 1 million to the deficit ... stop spending our money on your run for pres and getting attention ... he is using us all for this nonissue
322,"well said , senator franken",0,1,well said bruce akins
323,i would like to see why i don &apos;t believe you on the inauguration that i have been doing a lot of lockport in sopa !,0,1,i want to know why i still haven 't heard back from you on the email i sent two weeks ago on sopa !
324,"it &apos;s going against the electoral college , agissant in a lot of predicting and sided to the dnc .",0,1,"he 's bypassing the constitution , acting unlawfully and harming , weakening america ."
325,get rid of index.ssf .,0,1,get out of the way rand .
326,tell me if it &apos;s going to do that the dnc is l??gal .,0,1,ask him if he believes the potus is legal .
327,we don &apos;t want us to work for president obama .,0,1,we cannot afford amnesty for 5 million people .
328,brian is my representative .,0,1,tom is my congressman .
329,the only thing is going to do something about the democratic party of d??j?? that &apos;s hastings ( more than 1 and comptage ) .,0,1,"the failure of obamacare is obvious by the sheer number of waivers already granted for it ( over 1,000 and counting ) ."
330,please don &apos;t see the democratic party of big pharma who will vote against all of us more than the people .,0,1,don 't forget the illegals amnesty bill that will give illegals more work rights than americans .
331,all the way coercion ! !,0,1,absolutely love it ! ! ! !
332,"there are many people in this country , bernie sanders is not a . .",0,1,"there are qualified individuals for this position , betsy devos isn 't one ."
333,"don &apos;t get you , amy ! !",0,1,neither are you marsha ... get a life !
334,i support the inauguration of power .,0,1,i support the no funding for abort .
335,the best thing for the electoral college .,0,1,the first nominee for president under fbi investigation .
336,"for we .. but not to be ashamed of our country and bipartisan ... they have a lot of respect that ... they have a lot of cheer that the kkk is pay??s , but hillary has been going to do something .",0,1,working for us .. so to be sure .. do not include our rep 's and senators .. they have a bill out there that will make sure the military are paid but obama has already stated he will veto it ..
337,all millennials would have been impeached to do something about now if he has been voting against trump .,0,1,any other president would have been impeached long before now if they had done what he has .
338,"happy thanksgiving , amy klobuchar ! ! !",0,1,"happy thanksgiving , trey goudy !"
339,"now , i &apos;m voting in the leather of the state and all i &apos;m going to do something about what &apos;s essaie to get from canada !",0,1,right now i am visiting in south texas and all i am talking to are aghast of what is trying to be slipped by them !
340,please continue to the inauguration !,0,1,send troops to border !
341,"while this country &apos;s democratic party is not going to do this , there will be a lot of violences .",0,1,"while this current bill would not have stopped it this time , there will be a next time ."
342,"regard to hillary clinton , the democrats have been the democratic party and the country , iaea .",0,1,"stand up to obama , republicans have the house and senate , act like it ."
343,it &apos;s time for congress to get this country !,0,1,it 's time for y 'all to send him packing !
344,stand up to the right wing of spedning and many more than organizations !,0,1,stand firm on spedning cuts and no more taxes !
345,way to go sherrod !,0,1,option b -definitely !
346,america is going to do something about the kkk that it &apos;s time to get rid of gun violence .,0,1,"barrasso needs to investigate 9 / 11 , since mo supporting facts for he official story have ever been shown and hundreds of facts that co trading it , from witnesses to films , cuts in the structure and total implosion of not one , but three builds , against astronomical odds of even one doing ."
347,the kkk are our democracy .,0,1,the republicrats are our enemies .
348,i don &apos;t think that our country is rompu .,0,1,i do not believe our immigration system is broken .
349,"family , it &apos;s time a lot of the en in 2020 when this is going to do something about all .",0,1,"in other words , it will be a cold day in hell before this president is held accountable to anything ."
350,"when hillary is going to do , this is the only one of what trump &apos;s delighted and the dnc who will be doing with the democratic party that interf??re with the democratic party and what we need to be a parties !",0,1,when will washington get that it is subsides that cause inflation and the government interfering with free market and why we really are not a free market economy !
351,"to make a stand up , you should be ashamed of the people who has been going to the people who voted against him in standdown .",0,1,"to find answers you need to ask the guy who said he was told to standdown , who told him to standbown ."
352,elizabeth warren and amy are going to the people of his family .,0,1,kathleen and pete listen to the brave men in his unit .
353,keep fighting this !,0,1,keep it a no !
354,"i think if the democratic party is going to do the same on the truth of the same and new york state &apos;s , , the people who will be said that .",0,1,i honestly believe that if the liberal media reported the truth about 2nd and 3rd term abortions most of the country would be against this .
355,the truth of the people of michigan are going to have their own parti and do something about all .,0,1,"the masses of republican voters will start their own party and do away with all you cowards , liars ."
356,endorse non-gender now .,0,1,endorse cruz already .
357,well said senator booker .,0,1,point well taken senator rubio .
358,"in fact , the people of the us have been going to do more than ever pour to make sure the democratic party is in mn .",0,1,you have my vote.great people of the united states rand has done more in 24 hrs for the people than obama has in 5 years .
359,"to help us , we need to get all the way with the democratic party !",0,1,"for america to survive , we must cut all ties to muslim majority countries !"
360,love tammy,0,1,fk off lindsey
361,"chuck , the democratic party is not the best this is the electoral college .",0,1,"mike , the problem is not the search it is the government involvement ."
362,"so , senator , how are we going to make a lot of the electoral college ?",0,1,"so , tom , do we have a line item veto law being acted upon ?"
363,# bernieorbust is going to the premiers of big pharma !,0,1,# worstresponders support first responders !
364,"frightening , we have been ashamed of hillary clinton who have been going to go for the inauguration and the aca in that this country has been going to do something ... ! !",0,1,worst of all we have elected officials in congress that refuse to support the constituents that voted them in to uphold the laws and the constitution in which this country was founded ! !
365,i really hope the democratic party is going to do with trump .,0,1,i certainly hope the house rejects the reid attachment .
366,another joe !,0,1,another rino !
367,our country is going to make the good job we have done in this country against the inauguration .,0,1,our government is destroying the core values we were built on in this once great country .
368,sanders or christie,0,1,rubio or christie
369,the democratic party should be able to vote against this bill .,0,1,united states congress must stop this lawless president .
370,even the democratic party elizabeth warren .,0,1,even the immortal george w. bush .
371,my 59 is that you are the voice of the dnc .,0,1,my ideal is that you will be the speaker of the house .
372,"the president of the democratic party of women &apos;s health care , many of the electoral college are not going to be a lot of the contribuable , so they can do .",0,1,"the president will veto hr 240. large elements of the program don 't require any taxpayer funding anyway , so they proceed ."
373,patty is my voice for the democratic party .,0,1,trey is my choice for justice of supreme court .
374,"don &apos;t you , elizabeth warren ? ?",0,1,no water ? ? ?
375,"good job , amy klobuchar .",0,1,"good job , marco rubio ."
376,"go amy , we need to be voting with you !",0,1,"go rand , may god be with you all the way !"
377,his constituents is going to violators in the senate .,0,1,his goal is to destroy the usa .
378,sen. murray should have been president !,0,1,trey gowdy should have been speaker !
379,my condolences will be missed .,0,1,my prayers will be offered .
380,"senator warren clinton is going to do with the d of eo , and have been working with the truth of eo and have been working with hillary clinton &apos;s day ( a lot ) .",0,1,president george w. bush started with eo 13198 and ended with eo 13488. george h w bush ( r ) ( 1989-1993 ) issued 165 executive orders .
381,great job brian .,0,1,great post lee .
382,also again with elizabeth warren ... the only way to get the democratic party and do something to make &quot; amnistie &quot; to the electoral college .,0,1,also agree with charles above ..... time to enforce the laws of the land and stop giving &quot; amnesty &quot; to the government bureaucrats .
383,and afford to this country - if all the people and recevez the way of - that is going to be able - who is complimented as well ! !,0,1,and flock to that region - hit all the churches and get the word out - that sc is better than jim clyburn ! !
384,"many of the other people &apos;s march , why are you going to be les ?",0,1,"lots of nice words mr congressman , now where are the deeds ?"
385,"belong to you , al franken ! ! !",0,1,get rid of them all ! ! ! !
386,"and , the dnc if it &apos;s going to get his own ass .",0,1,"and , jail him until he pays his back taxes ."
387,if obama don &apos;t support the electoral college imaginary !,0,1,if obama doesn 't follow the law again have him removed from office !
388,"sherrod brown ( r-ny ) : more than this year , senator klobuchar , &quot; i &apos;m concerned , &quot; i &apos;m going to see that we have a lot of violence .",0,1,"rep. tom reed ( r-ny ) : earlier this month , reed said , &quot; i would like us to look at alternative options ."
389,this is not the inauguration .,0,1,this isn 't liberty .
390,senator chuck schumer,0,1,senator tom coburn m.d.
391,i &apos;m a new york i &apos;m going to see to vote against the people who are doing their nomination .,0,1,i 'll find me a 3rd party that i can trust to support the person that gets their nomination .
392,"i think he &apos;s going to do with us in your constituents if it &apos;s not going to vote , hillary !",0,1,"i think he let 's them flop around with their own ideas before he gives his opinion , see marcobot !"
393,the dnc is not going to do something about hillary clinton .,0,1,congress seems unconcerned that obama hates the usa .
394,thank you for your hard work !,0,1,thanks for standing your ground sir !
395,i would like to see a democratic party and a de of the electoral college .,0,1,i 'd also like to see a balanced budget amendment and an audit of the fed .
396,look forward to your constituents ! !,0,1,look here you little rino butt plug ! ! !
397,this country has a lot of gun violence and a woman &apos;s de .,0,1,this country has a spending problem and a giveaway problem .
398,the electoral college are going to do something that trump &apos;s voleurs .,0,1,holder is blocking every ruling which includes their gang of thieves .
399,tribal all of these drugs are towers ... obamacare is going to do this country ... a political party ...,0,1,sir all these scandals are awful .. obamacare will destroy this country ... a train wreck coming ...
400,"a great day , for &quot; votes &quot; counterproductive &quot; , what &apos;s right in our state and our democracy ! ! !",0,1,"a great day , for &quot; real &quot; americans , that believe in our constitution &amp; christian based morals ! ! !"
401,happy new year senator gillibrand !,0,1,happy independence day rep. love !
402,what can you do something about the dnc &apos;s march on the american people !,0,1,what can you expect from the biggest joke ever pulled on american people !
403,we need to be able to have a great president !,0,1,we should be ashamed to have a national debt !
404,we need the democratic party - it &apos;s not going to have a lot of half of trump and a lot of l&apos; .,0,1,we need economic recovery - that will only come with a serious re-evaluation of the aca and a balanced budget .
405,keep fighting the good work .,0,1,keep fighting mr .
406,gazi you are not going to do something with him in the avant when it &apos;s not attending !,0,1,you only have a few months with him left before he is gone !
407,exempt your own ass and shove !,0,1,take your obama care and shove it !
408,"god bless you , and my family are with you .",0,1,god bless you and my prayers are with you .
409,then luther the electoral college to make or abroger obamacare .,0,1,then proceed with the legislative process to change or repeal obamacare .
410,"the electoral college should be able to be ashamed of this country , and his neoliberal administration .",0,1,impeachment proceedings must be brought against this president and his extremely inept administration .
411,time weopon to vote for amy .,0,1,time to move on marco .
412,still very proud of my family in my mind- in 2016,0,1,forever little marco in my mind-
413,so why did the people of minnesota are going to go with a lot that he is on the cl?ture and it &apos;s going to get a job and voix ?,0,1,so why did facebook light up today with a statement that he is on the fence and taking a tally of yes and no votes ?
414,this is exactly if the democratic party and the electoral college are going to smelly our country .,0,1,this is precisely where the obama regime and globalist handlers want our focus to be .
415,"john , are you going to be helfa ?",0,1,"james , did they all need to be opposed ?"
416,"the dnc and other democrats are going to do something about the democratic party of the united states &apos;s , and the administration has been doing our voice for all americans in all of our country .",0,1,"iran and north korea mock the president 's weak-kneed foreign policy , and the administration has insulted our allies while grovelling before our enemies ."
417,we love you senator warren .,0,1,we love you senator scott .
418,biology when are you going of the inauguration ?,0,1,patrick when have they let fact get in the way ?
419,"pollak and good , as well when you don &apos;t want to see a lot of the people , it &apos;s going to be able to la in gee .",0,1,"all well and good , except before you restore anything to anybody obama will have to be doing 50 to life in solitary confinement never to be heard from ever again ."
420,"we are counting on a 335-06h00577 when the country is , but the dnc is going to do .",0,1,"we live in a time where the enemy is winning , but right will rule out ."
421,we need a mocked not a democratic party .,0,1,we need a president not a socialist dictator .
422,you have been ashamed of power !,0,1,you dear sir have just lost many many votes !
423,"if shift you have a lot of medicine , hillary and the democratic party .",0,1,if you have any questions take a look at nigeria and south africa .
424,"tim , hillary clinton and roman to the de of the democratic party and it &apos;s time that women is going to do .",0,1,"tim , reading the wsj and keeping up with the greece debt issue and it looks like spain is next ."
425,obama don &apos;t want to be ashamed of all this country is not going to do something about it &apos;s hastings that would be ashamed of the same thing as well as many other party who have been able to do something about this country who has been going to be able to be able to make it rawnsley that trump is not going to be able to do something about rien as well as many of the other party has been ashamed of a lot of votes that susu has been able to do something .,0,1,obama does nothing
426,or was this malik of a woman ?,0,1,or was this promise just another obama lie ?
427,"&quot; the democratic party and mulligan is not going to be ashamed of rapidly , it &apos;s going to get a lot of man?uvre to make sure ... in terrified of the dnc and votes who are not going to be said ... this country is not going to do ... this will not be able to get rid of compicated and r??glements that are going to be croissance .",0,1,"&quot; cut back on tax and regulatory burdens &quot; does not necessarily mean less spending , it means giving businesses some leeway to expand ... by cutting the taxes and regulatory restrictions that may not be really necessary .... this administration is raising the taxes and increasing regulations that are strangling business growth ..."
428,"the electoral college is the only way to go and the democratic party &apos;s hastings , which would not have a lot of aucune and don &apos;t be ashamed and all of the way and don &apos;t be able to do something and support for manque .",0,1,"flat tax rate is the only way to simplify and the most fair tax system , no deductions and no loopholes"
429,happy birthday to you too !,0,1,merry christmas to you too sir !
430,rapidly this country is not going to go ...,0,1,removing that flag is going to do nothing but provoke ....
431,"as a woman , you should be able to know that the democratic party of our country is going to do something about and confort for a lot of the united states in the us are a ill??gal .",0,1,as a constitutional lawyer you must know that article 3 section 3 of our constitution states that giving aid and comfort to a sworn enemy of the united states is an illegal act .
432,"just objecting your constituents , al .",0,1,"just hang your head , sir ."
433,salivating for you in this country &apos;s day .,0,1,praying for you during this difficult time .
434,"senator warren needs to be able to this country , president in the senate , and enlev?? of gun violence for the kkk and misdemeanors .",0,1,"president obama should be impeached in the house , convicted in the senate , and removed from office for high crimes and misdemeanors against this nation ."
435,"so i don &apos;t agree , senator !",0,1,"i so do not agree , sir !"
436,"@ negligent jae ho # illness , not the us .",0,1,"@ bae jae ho graham represents sc , not the usa ."
437,"the electoral college of the democratic party &apos;s march to amy it is going to have a lot more than ever to vote against the people , renverser racism , and kingship of people who are voting against a &quot; gun control &quot; .",0,1,"the authorization of military force given by congress to the president gives him almost unlimited authority to invade countries , overthrow governments , and assassinate people under the pretext of a &quot; war on terror . &quot;"
438,after all of us who voted against a lot of big pharma .,0,1,from the do nothing congress that has a 12 % approval rating .
439,"all those who can &apos;t get us out of 7pm-9pm to hillary clinton , senator booker ? !",0,1,"anyone who can , please join us next wednesday from 7pm-9pm at marion square , downtown charleston for a prayer vigil for our city ! !"
440,"sherrod brown , so much and trump can &apos;t be more than dommages .",0,1,impeach obama so he and kerry can do no more damage .
441,god bless you senator klobuchar and your family this day and the us .,0,1,god bless you mr. gowdy and your family this year and years to come .
442,the same thing that the dnc and the democrats have been utilis??es to be able to do for gun violence .,0,1,the same guns that obama and holder sold were used to kill border patrol agents .
443,"all of the healing in the world , please run for president trump , is not going to be able to do what you have done to our country .",0,1,"all the air time in the world , paid for by the devos fortune , won 't be enough for us to forget what you did to our children ."
444,? i &apos;m going to run for president .,0,1,i remember castro coming to power .
445,let &apos;s hope that it is going to do more than in the nc,0,1,hope he does better in dc than in nc
446,can we please be able to do something ?,0,1,can he be impeached without biden becoming president ?
447,we have a great job for our country who are all of us .,0,1,we have a beautiful flag for our country that includes everyone here .
448,why did you vote against this country if it &apos;s going to be able to make his emails ?,0,1,why did she use that government if it wasn 't to hide her emails
449,"as well said elizabeth warren , we need all of the diff??rents , but we are all in the democratic party .",0,1,"as tim cook said , we may have all come from different boats , but we are all in the same boat ."
450,the people are going to get rid of the electoral college and their democratic party and les .,0,1,states will continue to fund the us military and their own guard and reserve units .
451,"yes al franken , don &apos;t get rid of the way they &apos;re going to be able to do something about cloture : not to make it &apos;s time for president is going to run for president in 2020",0,1,"yes to defund , no to cloture"
452,"no assholes ... all of the people are going to be able to run a lot , or more than to make the right in the senate , which is going to be in the state of r??ve , the democratic party , etc .",0,1,"no way around it .. everybody better get ready to sacrifice a little , or just keeping living in the dream world the tax cut , spend more crowd brought us ."
453,"after impeachment , the electoral college to vote against revoking and equality ...",0,1,after impeachment then prosecution for treason and the deportation ... get it
454,"in the democratic party , hagan is foad , i &apos;m not going to go .",0,1,"out of the years hagan has been in office , i haven 't seen any changes ."
455,rooftops of our country is going to get us to vote against as the way that the people are going to do it .,0,1,the leadership of our country is spending us into oblivion because the voters keep putting them in the position to .
456,invalid should be able to vote against the inauguration .,0,1,congress must be held accountable for upholding the constitution .
457,we are counting our country in the run in 2020,0,1,we lift our leaders up in prayer
458,mahalo the m??me in michigan .,0,1,enact the same on in florida .
459,they are qayda in the state of michigan now in the democratic party .,0,1,they are in god 's army now
460,"salivating for all of this day , and happy new year !",0,1,praying for all this morning and through the day !
461,he would have been voting against the electoral college .,0,1,he would have come up with the healthcare called obamacare .
462,oh this new york state gouvernement senator !,0,1,oh that good ole small government republican mindset !
463,"it should be ashamed and don &apos;t know how many of the kkk as well for the way we have been able to get up ... it &apos;s going to do ... he &apos;s going to be .. , it &apos;s going to do trump supporters .",0,1,he needs to leave and not even look back except for the worst president we have ever had .. he beats nixon by far
464,it &apos;s going to do the good work .,0,1,he wants it both ways .
465,once again she &apos;s going to do ... if it &apos;s going to be .... ... no one of his own puppet didn &apos;t get him in the senate that is going to be in the senate when the other party is going to do .,0,1,one she will get killed .... two her master puppet obama will get her off ..... noone in the game goes to jail if so half of congress would be locked up
466,shift you can &apos;t do something to get rid of mdm to make a pono .,0,1,you can 't buy enough votes to elect a socialist without borrowing .
467,i think the dnc is going to do something when we have been working from impeach warren .,0,1,i think the gov is afraid of the backlash if we tried to impeach obama .
468,"by going to the gitmo , and ministry of this country &apos;s rights in the us , hillary will be going to do the fight against our country .",0,1,"by closing gitmo and bring these enemy combatants to the states , obama will bring the war to our homeland ."
469,the democratic party needs to be ashamed and respect to the inauguration as the people are going to get the democratic party to vote against you .,0,1,the republican party should pack up and go home as the illegals will expand the democrats base until you cant get elected .
470,"i have been voting in michigan and i am going to the democratic party kay , but i &apos;m going to make your good work and support of your constituents .",0,1,"i have moved to north carolina and am working to defeat kay hagen , but i will continue to follow your good work and support your campaign ."
471,"also , don &apos;t 6- like hillary and his supporters to make the country dislikes as well because of his gun control was un-funded .",0,1,"also , isn 't it just like obama and his buddies to shut down the government just because his health care program was un-funded ."
472,"and now , senator warren is voting against the electoral college ?",0,1,and now traitor kerry signs the weapons treaty with the un ?
473,"the people have voted for her , not the democratic party .",0,1,"the people voted for him , not the party elite ."
474,please get rid of the kkk and do something about it ! !,0,1,get off social media and do something about sir ! ! !
475,"omg navidad , congresswoman !",0,1,"feliz navidad , mia !"
476,all that you have done is going to the inauguration and don &apos;t do something .,0,1,all you do is talk in circles and get nothing done .
477,purged frank don &apos;t believe and not voting against all of us who are going to the electoral college .,0,1,betsy devos clearly does not know nor care to know anything about public education .
478,this is about a lot of an time with the inauguration in 2020 .,0,1,it is one thing after another with the establishment republicans we have now .
479,"yes , sen. franken .",0,1,"yes , demote boehner ."
